"Account Number","Meter Number","Day","Hour of Day","Hourly Total","Daily Total","Unit of Measurement"
"0000 000 0000 0","0","03/16/2021","10:00 AM","0.9600","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","11:00 AM","0.9500","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","12:00 PM","1.0350","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","1:00 PM","1.0570","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","2:00 PM","1.5200","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","3:00 PM","1.0850","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","4:00 PM","1.0650","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","5:00 PM","1.0140","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","6:00 PM","1.4910","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","7:00 PM","0.9480","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","8:00 PM","2.8120","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","9:00 PM","1.4090","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","10:00 PM","1.4240","27.6890","kWh"
"0000 000 0000 0","0","03/16/2021","11:00 PM","0.9030","27.6890","kWh"
"0000 000 0000 0","0","03/17/2021","12:00 AM","0.8920","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","1:00 AM","0.8800","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","2:00 AM","0.9050","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","3:00 AM","0.8940","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","4:00 AM","1.3210","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","5:00 AM","0.8930","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","6:00 AM","0.8800","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","7:00 AM","1.4890","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","8:00 AM","0.9320","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","9:00 AM","0.8620","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","10:00 AM","3.3290","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","11:00 AM","0.8950","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","12:00 PM","1.1610","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","1:00 PM","1.3690","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","2:00 PM","0.9400","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","3:00 PM","1.3830","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","4:00 PM","1.0880","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","5:00 PM","1.1440","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","6:00 PM","1.0820","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","7:00 PM","1.8070","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","8:00 PM","3.4810","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","9:00 PM","3.7340","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","10:00 PM","1.2060","34.0080","kWh"
"0000 000 0000 0","0","03/17/2021","11:00 PM","1.4410","34.0080","kWh"
"0000 000 0000 0","0","03/18/2021","12:00 AM","0.8710","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","1:00 AM","0.8760","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","2:00 AM","0.8860","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","3:00 AM","0.8740","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","4:00 AM","0.8840","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","5:00 AM","1.3700","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","6:00 AM","0.9230","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","7:00 AM","1.4560","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","8:00 AM","0.8580","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","9:00 AM","0.8570","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","10:00 AM","0.9300","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","11:00 AM","1.3050","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","12:00 PM","1.0680","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","1:00 PM","1.4380","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","2:00 PM","1.0400","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","3:00 PM","0.9990","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","4:00 PM","0.8820","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","5:00 PM","2.0510","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","6:00 PM","2.1500","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","7:00 PM","1.2160","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","8:00 PM","2.9060","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","9:00 PM","1.4880","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","10:00 PM","1.4420","29.7190","kWh"
"0000 000 0000 0","0","03/18/2021","11:00 PM","0.9490","29.7190","kWh"
"0000 000 0000 0","0","03/19/2021","12:00 AM","0.8850","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","1:00 AM","0.8730","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","2:00 AM","0.8910","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","3:00 AM","0.8900","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","4:00 AM","0.8850","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","5:00 AM","1.3320","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","6:00 AM","0.8850","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","7:00 AM","1.1300","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","8:00 AM","1.7910","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","9:00 AM","0.8380","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","10:00 AM","0.9920","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","11:00 AM","2.2580","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","12:00 PM","3.7450","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","1:00 PM","0.8680","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","2:00 PM","0.8870","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","3:00 PM","1.3680","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","4:00 PM","0.8660","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","5:00 PM","0.8790","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","6:00 PM","0.8990","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","7:00 PM","0.9720","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","8:00 PM","1.0070","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","9:00 PM","1.3100","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","10:00 PM","1.4210","28.7780","kWh"
"0000 000 0000 0","0","03/19/2021","11:00 PM","0.9060","28.7780","kWh"
"0000 000 0000 0","0","03/20/2021","12:00 AM","0.8980","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","1:00 AM","0.8870","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","2:00 AM","0.9060","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","3:00 AM","0.8970","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","4:00 AM","1.2880","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","5:00 AM","0.8890","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","6:00 AM","0.8890","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","7:00 AM","0.8700","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","8:00 AM","1.6270","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","9:00 AM","1.5070","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","10:00 AM","2.1900","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","11:00 AM","1.1880","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","12:00 PM","1.5340","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","1:00 PM","1.0470","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","2:00 PM","1.0670","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","3:00 PM","1.5210","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","4:00 PM","1.0530","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","5:00 PM","1.0690","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","6:00 PM","1.7020","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","7:00 PM","0.9200","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","8:00 PM","2.5510","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","9:00 PM","1.7110","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","10:00 PM","1.3260","30.9260","kWh"
"0000 000 0000 0","0","03/20/2021","11:00 PM","1.3890","30.9260","kWh"
"0000 000 0000 0","0","03/21/2021","12:00 AM","0.9050","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","1:00 AM","0.9290","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","2:00 AM","0.8850","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","3:00 AM","0.8860","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","4:00 AM","0.8700","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","5:00 AM","1.3370","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","6:00 AM","0.8680","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","7:00 AM","0.8760","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","8:00 AM","1.1510","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","9:00 AM","1.6340","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","10:00 AM","1.0880","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","11:00 AM","1.1710","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","12:00 PM","1.6160","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","1:00 PM","0.9090","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","2:00 PM","0.9280","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","3:00 PM","0.9440","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","4:00 PM","1.4540","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","5:00 PM","1.0680","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","6:00 PM","1.0780","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","7:00 PM","2.1270","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","8:00 PM","6.1340","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","9:00 PM","3.1630","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","10:00 PM","0.8830","33.7920","kWh"
"0000 000 0000 0","0","03/21/2021","11:00 PM","0.8880","33.7920","kWh"
"0000 000 0000 0","0","03/22/2021","12:00 AM","0.8800","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","1:00 AM","0.8960","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","2:00 AM","0.9340","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","3:00 AM","0.9440","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","4:00 AM","1.3510","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","5:00 AM","0.8970","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","6:00 AM","0.8800","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","7:00 AM","1.8550","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","8:00 AM","1.2000","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","9:00 AM","4.5020","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","10:00 AM","2.0160","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","11:00 AM","0.9000","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","12:00 PM","0.9400","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","1:00 PM","0.8720","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","2:00 PM","1.2860","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","3:00 PM","0.8990","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","4:00 PM","1.0230","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","5:00 PM","1.0010","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","6:00 PM","1.4630","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","7:00 PM","0.9400","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","8:00 PM","2.6590","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","9:00 PM","3.0230","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","10:00 PM","1.9600","34.1860","kWh"
"0000 000 0000 0","0","03/22/2021","11:00 PM","0.8650","34.1860","kWh"
"0000 000 0000 0","0","03/23/2021","12:00 AM","0.8630","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","1:00 AM","0.8530","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","2:00 AM","0.8520","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","3:00 AM","1.3060","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","4:00 AM","0.9220","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","5:00 AM","0.8530","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","6:00 AM","0.8710","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","7:00 AM","1.6160","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","8:00 AM","0.8830","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","9:00 AM","0.8660","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","10:00 AM","0.8550","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","11:00 AM","0.8610","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","12:00 PM","0.8210","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","1:00 PM","1.3800","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","2:00 PM","1.3790","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","3:00 PM","2.0310","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","4:00 PM","0.9930","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","5:00 PM","1.2890","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","6:00 PM","0.8610","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","7:00 PM","4.3330","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","8:00 PM","1.0080","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","9:00 PM","0.8880","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","10:00 PM","1.4500","28.8980","kWh"
"0000 000 0000 0","0","03/23/2021","11:00 PM","0.8640","28.8980","kWh"
"0000 000 0000 0","0","03/24/2021","12:00 AM","0.8530","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","1:00 AM","0.8630","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","2:00 AM","0.8620","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","3:00 AM","0.8520","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","4:00 AM","0.8630","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","5:00 AM","1.3140","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","6:00 AM","0.8600","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","7:00 AM","1.6260","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","8:00 AM","0.9790","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","9:00 AM","0.9660","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","10:00 AM","0.8680","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","11:00 AM","1.3620","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","12:00 PM","0.9240","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","1:00 PM","0.8680","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","2:00 PM","0.8550","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","3:00 PM","0.8720","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","4:00 PM","1.4760","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","5:00 PM","0.9780","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","6:00 PM","1.0790","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","7:00 PM","2.0150","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","8:00 PM","4.6840","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","9:00 PM","1.5050","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","10:00 PM","0.8360","29.2140","kWh"
"0000 000 0000 0","0","03/24/2021","11:00 PM","0.8540","29.2140","kWh"
"0000 000 0000 0","0","03/25/2021","12:00 AM","0.8520","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","1:00 AM","1.3630","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","2:00 AM","0.8620","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","3:00 AM","0.8040","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","4:00 AM","0.8250","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","5:00 AM","0.8200","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","6:00 AM","0.8580","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","7:00 AM","1.9430","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","8:00 AM","3.1200","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","9:00 AM","1.4500","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","10:00 AM","1.0020","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","11:00 AM","1.7560","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","12:00 PM","3.5090","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","1:00 PM","3.5460","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","2:00 PM","0.9570","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","3:00 PM","2.6310","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","4:00 PM","0.9950","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","5:00 PM","1.1330","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","6:00 PM","1.5020","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","7:00 PM","3.3190","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","8:00 PM","0.8710","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","9:00 PM","1.1550","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","10:00 PM","1.9940","38.1470","kWh"
"0000 000 0000 0","0","03/25/2021","11:00 PM","0.8800","38.1470","kWh"
"0000 000 0000 0","0","03/26/2021","12:00 AM","0.8180","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","1:00 AM","0.8350","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","2:00 AM","0.8290","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","3:00 AM","0.8170","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","4:00 AM","1.2560","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","5:00 AM","0.8120","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","6:00 AM","1.0070","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","7:00 AM","1.0790","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","8:00 AM","1.2470","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","9:00 AM","1.1420","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","10:00 AM","1.0110","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","11:00 AM","0.9150","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","12:00 PM","1.5210","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","1:00 PM","0.9320","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","2:00 PM","0.8880","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","3:00 PM","2.2730","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","4:00 PM","4.3320","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","5:00 PM","3.5620","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","6:00 PM","1.7610","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","7:00 PM","1.9630","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","8:00 PM","4.7840","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","9:00 PM","2.9340","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","10:00 PM","0.8150","38.3460","kWh"
"0000 000 0000 0","0","03/26/2021","11:00 PM","0.8130","38.3460","kWh"
"0000 000 0000 0","0","03/27/2021","12:00 AM","0.7970","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","1:00 AM","1.1060","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","2:00 AM","1.1100","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","3:00 AM","0.7970","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","4:00 AM","0.8120","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","5:00 AM","0.8140","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","6:00 AM","0.8030","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","7:00 AM","1.5160","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","8:00 AM","1.2250","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","9:00 AM","0.7840","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","10:00 AM","0.7750","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","11:00 AM","0.7910","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","12:00 PM","0.7800","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","1:00 PM","0.7790","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","2:00 PM","0.7880","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","3:00 PM","0.7660","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","4:00 PM","1.1990","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","5:00 PM","0.7610","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","6:00 PM","0.8160","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","7:00 PM","0.7980","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","8:00 PM","0.7630","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","9:00 PM","0.7760","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","10:00 PM","0.7510","21.0720","kWh"
"0000 000 0000 0","0","03/27/2021","11:00 PM","0.7650","21.0720","kWh"
"0000 000 0000 0","0","03/28/2021","12:00 AM","0.7550","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","1:00 AM","0.7580","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","2:00 AM","0.7590","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","3:00 AM","0.7500","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","4:00 AM","0.7590","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","5:00 AM","0.7450","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","6:00 AM","1.2890","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","7:00 AM","0.7450","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","8:00 AM","0.7660","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","9:00 AM","0.8120","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","10:00 AM","0.7710","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","11:00 AM","0.7820","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","12:00 PM","0.7620","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","1:00 PM","0.7780","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","2:00 PM","0.7640","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","3:00 PM","0.7760","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","4:00 PM","0.7590","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","5:00 PM","0.7770","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","6:00 PM","0.7580","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","7:00 PM","0.7670","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","8:00 PM","0.7600","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","9:00 PM","0.7720","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","10:00 PM","1.3230","19.5030","kWh"
"0000 000 0000 0","0","03/28/2021","11:00 PM","0.8160","19.5030","kWh"
"0000 000 0000 0","0","03/29/2021","12:00 AM","0.7640","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","1:00 AM","0.7850","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","2:00 AM","0.7650","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","3:00 AM","0.7900","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","4:00 AM","0.7670","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","5:00 AM","0.7860","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","6:00 AM","0.7690","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","7:00 AM","0.7870","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","8:00 AM","0.7760","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","9:00 AM","0.7870","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","10:00 AM","0.7990","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","11:00 AM","0.8010","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","12:00 PM","0.8130","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","1:00 PM","0.7880","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","2:00 PM","0.8420","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","3:00 PM","0.8280","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","4:00 PM","1.4640","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","5:00 PM","0.7870","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","6:00 PM","0.7880","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","7:00 PM","0.8170","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","8:00 PM","0.8250","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","9:00 PM","0.7730","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","10:00 PM","0.7860","19.6590","kWh"
"0000 000 0000 0","0","03/29/2021","11:00 PM","0.7720","19.6590","kWh"
"0000 000 0000 0","0","03/30/2021","12:00 AM","0.7860","19.3340","kWh"
"0000 000 0000 0","0","03/30/2021","1:00 AM","0.7710","19.3340","kWh"
"0000 000 0000 0","0","03/30/2021","2:00 AM","0.7850","19.3340","kWh"
"0000 000 0000 0","0","03/30/2021","3:00 AM","0.7710","19.3340","kWh"
"0000 000 0000 0","0","03/30/2021","4:00 AM","0.7790","19.3340","kWh"
"0000 000 0000 0","0","03/30/2021","5:00 AM","0.7780","19.3340","kWh"
